"eventID","individualCount","organismQuantity","organismQuantityType","occurrenceStatus","dynamicProperties","kingdom","phylum","class","order","family","genus","scientificName","lifeStage","taxonID","X","basisOfRecord","institutionCode","preparations","identifiedBy","identificationRemarks"
"12","3d1979da-72eb-40f7-b17e-bf50d6e59a26",0,0,"biomassDryMicroG","absent","meanLength_mm: NA","Animalia","Arthropoda ","Branchiopoda ","Diplostraca ","Daphnidae ","Daphnia","Daphnia pulex","","http://data.artsdatabanken.no/ScientificName/123938",NA,"MaterialSample","NTNU-VM","whole animal (EtOH - Etanol)","Thomas Jensen","Originally counts by Anders G. Finstad. Taxa identification based on parts of the material by TJ. "
"13","64a6bf97-bd1f-433b-a912-9294c2752f8f",0,0,"biomassDryMicroG","absent","meanLength_mm: NA","Animalia","Arthropoda ","Branchiopoda ","Diplostraca ","Daphnidae ","Daphnia","Daphnia pulex","","http://data.artsdatabanken.no/ScientificName/123938",NA,"MaterialSample","NTNU-VM","whole animal (EtOH - Etanol)","Thomas Jensen","Originally counts by Anders G. Finstad. Taxa identification based on parts of the material by TJ. "
"14","016aa1ea-3e70-4ede-ae13-ae311d017944",0,0,"biomassDryMicroG","absent","meanLength_mm: NA","Animalia","Arthropoda ","Branchiopoda ","Diplostraca ","Daphnidae ","Daphnia","Daphnia pulex","","http://data.artsdatabanken.no/ScientificName/123938",NA,"MaterialSample","NTNU-VM","whole animal (EtOH - Etanol)","Thomas Jensen","Originally counts by Anders G. Finstad. Taxa identification based on parts of the material by TJ. "
"15","01b61769-73c6-477a-8e39-7b24d66315ab",0,0,"biomassDryMicroG","absent","meanLength_mm: NA","Animalia","Arthropoda ","Branchiopoda ","Diplostraca ","Daphnidae ","Daphnia","Daphnia pulex","","http://data.artsdatabanken.no/ScientificName/123938",NA,"MaterialSample","NTNU-VM","whole animal (EtOH - Etanol)","Thomas Jensen","Originally counts by Anders G. Finstad. Taxa identification based on parts of the material by TJ. "
"16","e9ceb082-3fc6-46d9-9cca-1248d0571f93",11,5.83310213,"biomassDryMicroG","present","meanLength_mm: NA","Animalia","Arthropoda ","Branchiopoda ","Diplostraca ","Daphnidae ","Daphnia","Daphnia pulex","","http://data.artsdatabanken.no/ScientificName/123938",NA,"MaterialSample","NTNU-VM","whole animal (EtOH - Etanol)","Thomas Jensen","Originally counts by Anders G. Finstad. Taxa identification based on parts of the material by TJ. "
"17","a935243c-c69b-477b-81fe-023830f7b40b",1,0.530282012,"biomassDryMicroG","present","meanLength_mm: NA","Animalia","Arthropoda ","Branchiopoda ","Diplostraca ","Daphnidae ","Daphnia","Daphnia pulex","","http://data.artsdatabanken.no/ScientificName/123938",NA,"MaterialSample","NTNU-VM","whole animal (EtOH - Etanol)","Thomas Jensen","Originally counts by Anders G. Finstad. Taxa identification based on parts of the material by TJ. "
"18","3d9f6bd9-1f62-478c-a49c-ff4c6eaba77a",4,2.121128047,"biomassDryMicroG","present","meanLength_mm: NA","Animalia","Arthropoda ","Branchiopoda ","Diplostraca ","Daphnidae ","Daphnia","Daphnia pulex","","http://data.artsdatabanken.no/ScientificName/123938",NA,"MaterialSample","NTNU-VM","whole animal (EtOH - Etanol)","Thomas Jensen","Originally counts by Anders G. Finstad. Taxa identification based on parts of the material by TJ. "
"19","6c429873-540f-4109-8ce8-6bd1c500b13c",0,0,"biomassDryMicroG","absent","meanLength_mm: NA","Animalia","Arthropoda ","Branchiopoda ","Diplostraca ","Daphnidae ","Daphnia","Daphnia pulex","","http://data.artsdatabanken.no/ScientificName/123938",NA,"MaterialSample","NTNU-VM","whole animal (EtOH - Etanol)","Thomas Jensen","Originally counts by Anders G. Finstad. Taxa identification based on parts of the material by TJ. "
"20","8bd04d22-2f48-4fb2-9333-4204f8e35f74",0,0,"biomassDryMicroG","absent","meanLength_mm: NA","Animalia","Arthropoda ","Branchiopoda ","Diplostraca ","Daphnidae ","Daphnia","Daphnia pulex","","http://data.artsdatabanken.no/ScientificName/123938",NA,"MaterialSample","NTNU-VM","whole animal (EtOH - Etanol)","Thomas Jensen","Originally counts by Anders G. Finstad. Taxa identification based on parts of the material by TJ. "
"21","aa557078-2d5c-47ed-a8ca-bf80a0930e6f",0,0,"biomassDryMicroG","absent","meanLength_mm: NA","Animalia","Arthropoda ","Branchiopoda ","Diplostraca ","Daphnidae ","Daphnia","Daphnia pulex","","http://data.artsdatabanken.no/ScientificName/123938",NA,"MaterialSample","NTNU-VM","whole animal (EtOH - Etanol)","Thomas Jensen","Originally counts by Anders G. Finstad. Taxa identification based on parts of the material by TJ. "
"22","a4d495a0-57e7-4fff-9b3a-59e630d60a25",0,0,"biomassDryMicroG","absent","meanLength_mm: NA","Animalia","Arthropoda ","Branchiopoda ","Diplostraca ","Daphnidae ","Daphnia","Daphnia pulex","","http://data.artsdatabanken.no/ScientificName/123938",NA,"MaterialSample","NTNU-VM","whole animal (EtOH - Etanol)","Thomas Jensen","Originally counts by Anders G. Finstad. Taxa identification based on parts of the material by TJ. "
"23","32b14039-42f9-47ea-a606-7ab91838178f",0,0,"biomassDryMicroG","absent","meanLength_mm: NA","Animalia","Arthropoda ","Branchiopoda ","Diplostraca ","Daphnidae ","Daphnia","Daphnia pulex","","http://data.artsdatabanken.no/ScientificName/123938",NA,"MaterialSample","NTNU-VM","whole animal (EtOH - Etanol)","Thomas Jensen","Originally counts by Anders G. Finstad. Taxa identification based on parts of the material by TJ. "
"24","d5052338-13dc-471d-b0a6-81d367f24735",0,0,"biomassDryMicroG","absent","meanLength_mm: NA","Animalia","Arthropoda ","Branchiopoda ","Diplostraca ","Daphnidae ","Daphnia","Daphnia pulex","","http://data.artsdatabanken.no/ScientificName/123938",NA,"MaterialSample","NTNU-VM","whole animal (EtOH - Etanol)","Thomas Jensen","Originally counts by Anders G. Finstad. Taxa identification based on parts of the material by TJ. "
"25","e041d878-5b2a-42ba-9a38-447132c1092b",0,0,"biomassDryMicroG","absent","meanLength_mm: NA","Animalia","Arthropoda ","Branchiopoda ","Diplostraca ","Daphnidae ","Daphnia","Daphnia pulex","","http://data.artsdatabanken.no/ScientificName/123938",NA,"MaterialSample","NTNU-VM","whole animal (EtOH - Etanol)","Thomas Jensen","Originally counts by Anders G. Finstad. Taxa identification based on parts of the material by TJ. "
"26","b9814ad8-f0ad-4dd4-90f0-fef4d910de96",0,0,"biomassDryMicroG","absent","meanLength_mm: NA","Animalia","Arthropoda ","Branchiopoda ","Diplostraca ","Daphnidae ","Daphnia","Daphnia pulex","","http://data.artsdatabanken.no/ScientificName/123938",NA,"MaterialSample","NTNU-VM","whole animal (EtOH - Etanol)","Thomas Jensen","Originally counts by Anders G. Finstad. Taxa identification based on parts of the material by TJ. "
"27","15333749-bc48-4fa2-b2d3-3077d7c486b9",0,0,"biomassDryMicroG","absent","meanLength_mm: NA","Animalia","Arthropoda ","Branchiopoda ","Diplostraca ","Daphnidae ","Daphnia","Daphnia pulex","","http://data.artsdatabanken.no/ScientificName/123938",NA,"MaterialSample","NTNU-VM","whole animal (EtOH - Etanol)","Thomas Jensen","Originally counts by Anders G. Finstad. Taxa identification based on parts of the material by TJ. "
"28","76e8568e-59ac-4e0b-8337-d9ad078a0f9b",3,0.435757385,"biomassDryMicroG","present","meanLength_mm: NA","Animalia","Arthropoda ","Branchiopoda ","Diplostraca ","Daphnidae ","Daphnia","Daphnia pulex","","http://data.artsdatabanken.no/ScientificName/123938",NA,"MaterialSample","NTNU-VM","whole animal (EtOH - Etanol)","Thomas Jensen","Originally counts by Anders G. Finstad. Taxa identification based on parts of the material by TJ. "
"29","ac8dc1bd-deb1-40df-a3e0-b2334fcae426",1,0.145252462,"biomassDryMicroG","present","meanLength_mm: NA","Animalia","Arthropoda ","Branchiopoda ","Diplostraca ","Daphnidae ","Daphnia","Daphnia pulex","","http://data.artsdatabanken.no/ScientificName/123938",NA,"MaterialSample","NTNU-VM","whole animal (EtOH - Etanol)","Thomas Jensen","Originally counts by Anders G. Finstad. Taxa identification based on parts of the material by TJ. "
"30","8a324919-68f2-4aa1-9cd1-bbc96759be8f",3,0.435757385,"biomassDryMicroG","present","meanLength_mm: NA","Animalia","Arthropoda ","Branchiopoda ","Diplostraca ","Daphnidae ","Daphnia","Daphnia pulex","","http://data.artsdatabanken.no/ScientificName/123938",NA,"MaterialSample","NTNU-VM","whole animal (EtOH - Etanol)","Thomas Jensen","Originally counts by Anders G. Finstad. Taxa identification based on parts of the material by TJ. "
"31","131b0d4d-80e9-49ed-a75c-bb61048bde02",118,54.32323174,"biomassDryMicroG","present","meanLength_mm: NA","Animalia","Arthropoda ","Branchiopoda ","Diplostraca ","Daphnidae ","Daphnia","Daphnia pulex","","http://data.artsdatabanken.no/ScientificName/123938",NA,"MaterialSample","NTNU-VM","whole animal (EtOH - Etanol)","Thomas Jensen","Originally counts by Anders G. Finstad. Taxa identification based on parts of the material by TJ. "
"32","5400c613-02e1-4ef9-9310-6a97f0cf8645",140,64.4512919,"biomassDryMicroG","present","meanLength_mm: NA","Animalia","Arthropoda ","Branchiopoda ","Diplostraca ","Daphnidae ","Daphnia","Daphnia pulex","","http://data.artsdatabanken.no/ScientificName/123938",NA,"MaterialSample","NTNU-VM","whole animal (EtOH - Etanol)","Thomas Jensen","Originally counts by Anders G. Finstad. Taxa identification based on parts of the material by TJ. "
"33","b7bce928-d0fb-452d-a2f2-9974f231821a",327,150.5398032,"biomassDryMicroG","present","meanLength_mm: NA","Animalia","Arthropoda ","Branchiopoda ","Diplostraca ","Daphnidae ","Daphnia","Daphnia pulex","","http://data.artsdatabanken.no/ScientificName/123938",NA,"MaterialSample","NTNU-VM","whole animal (EtOH - Etanol)","Thomas Jensen","Originally counts by Anders G. Finstad. Taxa identification based on parts of the material by TJ. "
"34","74dc34a4-ee7e-4af2-84b2-f54ecb65b704",13,7.219069372,"biomassDryMicroG","present","meanLength_mm: NA","Animalia","Arthropoda ","Branchiopoda ","Diplostraca ","Daphnidae ","Daphnia","Daphnia pulex","","http://data.artsdatabanken.no/ScientificName/123938",NA,"MaterialSample","NTNU-VM","whole animal (EtOH - Etanol)","Thomas Jensen","Originally counts by Anders G. Finstad. Taxa identification based on parts of the material by TJ. "
"35","2f915f32-7bfc-49b8-88ce-248b4acc1b65",5,2.776565143,"biomassDryMicroG","present","meanLength_mm: NA","Animalia","Arthropoda ","Branchiopoda ","Diplostraca ","Daphnidae ","Daphnia","Daphnia pulex","","http://data.artsdatabanken.no/ScientificName/123938",NA,"MaterialSample","NTNU-VM","whole animal (EtOH - Etanol)","Thomas Jensen","Originally counts by Anders G. Finstad. Taxa identification based on parts of the material by TJ. "
"36","d37c459f-79b6-4da6-895e-807812a8f636",3,1.665939086,"biomassDryMicroG","present","meanLength_mm: NA","Animalia","Arthropoda ","Branchiopoda ","Diplostraca ","Daphnidae ","Daphnia","Daphnia pulex","","http://data.artsdatabanken.no/ScientificName/123938",NA,"MaterialSample","NTNU-VM","whole animal (EtOH - Etanol)","Thomas Jensen","Originally counts by Anders G. Finstad. Taxa identification based on parts of the material by TJ. "
"37","ceedcd90-df6a-4a6a-9b5a-e1b514b0ec32",0,0,"biomassDryMicroG","absent","meanLength_mm: NA","Animalia","Arthropoda ","Branchiopoda ","Diplostraca ","Daphnidae ","Daphnia","Daphnia pulex","","http://data.artsdatabanken.no/ScientificName/123938",NA,"MaterialSample","NTNU-VM","whole animal (EtOH - Etanol)","Thomas Jensen","Originally counts by Anders G. Finstad. Taxa identification based on parts of the material by TJ. "
"38","2e8fab25-c92a-4dcd-a618-3a7ad8417184",0,0,"biomassDryMicroG","absent","meanLength_mm: NA","Animalia","Arthropoda ","Branchiopoda ","Diplostraca ","Daphnidae ","Daphnia","Daphnia pulex","","http://data.artsdatabanken.no/ScientificName/123938",NA,"MaterialSample","NTNU-VM","whole animal (EtOH - Etanol)","Thomas Jensen","Originally counts by Anders G. Finstad. Taxa identification based on parts of the material by TJ. "
"39","914f1b50-a40b-4f0e-b1ad-644593830ef2",0,0,"biomassDryMicroG","absent","meanLength_mm: NA","Animalia","Arthropoda ","Branchiopoda ","Diplostraca ","Daphnidae ","Daphnia","Daphnia pulex","","http://data.artsdatabanken.no/ScientificName/123938",NA,"MaterialSample","NTNU-VM","whole animal (EtOH - Etanol)","Thomas Jensen","Originally counts by Anders G. Finstad. Taxa identification based on parts of the material by TJ. "
"40","73613d2d-d9b3-468a-a8ca-4f24136bdf3e",4,1.52553141,"biomassDryMicroG","present","meanLength_mm: NA","Animalia","Arthropoda ","Branchiopoda ","Diplostraca ","Daphnidae ","Daphnia","Daphnia pulex","","http://data.artsdatabanken.no/ScientificName/123938",NA,"MaterialSample","NTNU-VM","whole animal (EtOH - Etanol)","Thomas Jensen","Originally counts by Anders G. Finstad. Taxa identification based on parts of the material by TJ. "
"41","195a45c2-d89f-469d-814e-e435b2a01d0c",74,28.22233109,"biomassDryMicroG","present","meanLength_mm: NA","Animalia","Arthropoda ","Branchiopoda ","Diplostraca ","Daphnidae ","Daphnia","Daphnia pulex","","http://data.artsdatabanken.no/ScientificName/123938",NA,"MaterialSample","NTNU-VM","whole animal (EtOH - Etanol)","Thomas Jensen","Originally counts by Anders G. Finstad. Taxa identification based on parts of the material by TJ. "
"42","3320e747-010a-4b30-9f61-2ef7ec358a79",12,4.576594231,"biomassDryMicroG","present","meanLength_mm: NA","Animalia","Arthropoda ","Branchiopoda ","Diplostraca ","Daphnidae ","Daphnia","Daphnia pulex","","http://data.artsdatabanken.no/ScientificName/123938",NA,"MaterialSample","NTNU-VM","whole animal (EtOH - Etanol)","Thomas Jensen","Originally counts by Anders G. Finstad. Taxa identification based on parts of the material by TJ. "
"43","f3bbfcf2-6fa8-4154-9882-f161792a92ce",21,6.636725314,"biomassDryMicroG","present","meanLength_mm: NA","Animalia","Arthropoda ","Branchiopoda ","Diplostraca ","Daphnidae ","Daphnia","Daphnia pulex","","http://data.artsdatabanken.no/ScientificName/123938",NA,"MaterialSample","NTNU-VM","whole animal (EtOH - Etanol)","Thomas Jensen","Originally counts by Anders G. Finstad. Taxa identification based on parts of the material by TJ. "
"44","8446dde7-d394-4810-aba5-e0b198a191c4",49,15.4856924,"biomassDryMicroG","present","meanLength_mm: NA","Animalia","Arthropoda ","Branchiopoda ","Diplostraca ","Daphnidae ","Daphnia","Daphnia pulex","","http://data.artsdatabanken.no/ScientificName/123938",NA,"MaterialSample","NTNU-VM","whole animal (EtOH - Etanol)","Thomas Jensen","Originally counts by Anders G. Finstad. Taxa identification based on parts of the material by TJ. "
"45","036c2286-af67-496b-ab96-e28b7e9b7627",10,3.160345387,"biomassDryMicroG","present","meanLength_mm: NA","Animalia","Arthropoda ","Branchiopoda ","Diplostraca ","Daphnidae ","Daphnia","Daphnia pulex","","http://data.artsdatabanken.no/ScientificName/123938",NA,"MaterialSample","NTNU-VM","whole animal (EtOH - Etanol)","Thomas Jensen","Originally counts by Anders G. Finstad. Taxa identification based on parts of the material by TJ. "
"46","eb8cc518-a6fc-460e-bf0d-3af12c362747",14,7.762756768,"biomassDryMicroG","present","meanLength_mm: NA","Animalia","Arthropoda ","Branchiopoda ","Diplostraca ","Daphnidae ","Daphnia","Daphnia pulex","","http://data.artsdatabanken.no/ScientificName/123938",NA,"MaterialSample","NTNU-VM","whole animal (EtOH - Etanol)","Thomas Jensen","Originally counts by Anders G. Finstad. Taxa identification based on parts of the material by TJ. "
"47","ba2eb4c7-9a6a-4ede-ac34-722be729ab32",11,6.099308889,"biomassDryMicroG","present","meanLength_mm: NA","Animalia","Arthropoda ","Branchiopoda ","Diplostraca ","Daphnidae ","Daphnia","Daphnia pulex","","http://data.artsdatabanken.no/ScientificName/123938",NA,"MaterialSample","NTNU-VM","whole animal (EtOH - Etanol)","Thomas Jensen","Originally counts by Anders G. Finstad. Taxa identification based on parts of the material by TJ. "
"48","7c05666c-90e6-4918-aa3d-8402d3ec936b",31,17.18896142,"biomassDryMicroG","present","meanLength_mm: NA","Animalia","Arthropoda ","Branchiopoda ","Diplostraca ","Daphnidae ","Daphnia","Daphnia pulex","","http://data.artsdatabanken.no/ScientificName/123938",NA,"MaterialSample","NTNU-VM","whole animal (EtOH - Etanol)","Thomas Jensen","Originally counts by Anders G. Finstad. Taxa identification based on parts of the material by TJ. "
"49","3c233b1a-d14e-4008-b99d-cf7a1305847a",1,0.541109545,"biomassDryMicroG","present","meanLength_mm: NA","Animalia","Arthropoda ","Branchiopoda ","Diplostraca ","Daphnidae ","Daphnia","Daphnia pulex","","http://data.artsdatabanken.no/ScientificName/123938",NA,"MaterialSample","NTNU-VM","whole animal (EtOH - Etanol)","Thomas Jensen","Originally counts by Anders G. Finstad. Taxa identification based on parts of the material by TJ. "
"50","624d5d0c-72c0-4542-a2d2-abf6ee4fecbc",5,2.705547725,"biomassDryMicroG","present","meanLength_mm: NA","Animalia","Arthropoda ","Branchiopoda ","Diplostraca ","Daphnidae ","Daphnia","Daphnia pulex","","http://data.artsdatabanken.no/ScientificName/123938",NA,"MaterialSample","NTNU-VM","whole animal (EtOH - Etanol)","Thomas Jensen","Originally counts by Anders G. Finstad. Taxa identification based on parts of the material by TJ. "
"51","73f8bf32-cdfa-454c-8397-75bcd8d81ab4",11,5.952204995,"biomassDryMicroG","present","meanLength_mm: NA","Animalia","Arthropoda ","Branchiopoda ","Diplostraca ","Daphnidae ","Daphnia","Daphnia pulex","","http://data.artsdatabanken.no/ScientificName/123938",NA,"MaterialSample","NTNU-VM","whole animal (EtOH - Etanol)","Thomas Jensen","Originally counts by Anders G. Finstad. Taxa identification based on parts of the material by TJ. "
"52","47ece903-fbec-4f16-b029-813925f20d92",175,86.20668656,"biomassDryMicroG","present","meanLength_mm: NA","Animalia","Arthropoda ","Branchiopoda ","Diplostraca ","Daphnidae ","Daphnia","Daphnia pulex","","http://data.artsdatabanken.no/ScientificName/123938",NA,"MaterialSample","NTNU-VM","whole animal (EtOH - Etanol)","Thomas Jensen","Originally counts by Anders G. Finstad. Taxa identification based on parts of the material by TJ. "
"53","8553597a-1816-4009-be66-75caefe54305",7,3.448267462,"biomassDryMicroG","present","meanLength_mm: NA","Animalia","Arthropoda ","Branchiopoda ","Diplostraca ","Daphnidae ","Daphnia","Daphnia pulex","","http://data.artsdatabanken.no/ScientificName/123938",NA,"MaterialSample","NTNU-VM","whole animal (EtOH - Etanol)","Thomas Jensen","Originally counts by Anders G. Finstad. Taxa identification based on parts of the material by TJ. "
"54","75d8ffa0-c713-43f5-b337-16cb70c68427",127,62.56142396,"biomassDryMicroG","present","meanLength_mm: NA","Animalia","Arthropoda ","Branchiopoda ","Diplostraca ","Daphnidae ","Daphnia","Daphnia pulex","","http://data.artsdatabanken.no/ScientificName/123938",NA,"MaterialSample","NTNU-VM","whole animal (EtOH - Etanol)","Thomas Jensen","Originally counts by Anders G. Finstad. Taxa identification based on parts of the material by TJ. "
"55","a5bafe92-df03-49aa-9d0d-1b3d2598c1fc",0,0,"biomassDryMicroG","absent","meanLength_mm: NA","Animalia","Arthropoda ","Branchiopoda ","Diplostraca ","Daphnidae ","Daphnia","Daphnia pulex","","http://data.artsdatabanken.no/ScientificName/123938",NA,"MaterialSample","NTNU-VM","whole animal (EtOH - Etanol)","Thomas Jensen","Originally counts by Anders G. Finstad. Taxa identification based on parts of the material by TJ. "
"56","855f703d-9c7c-49bd-b854-a4bfb8bf53cb",0,0,"biomassDryMicroG","absent","meanLength_mm: NA","Animalia","Arthropoda ","Branchiopoda ","Diplostraca ","Daphnidae ","Daphnia","Daphnia pulex","","http://data.artsdatabanken.no/ScientificName/123938",NA,"MaterialSample","NTNU-VM","whole animal (EtOH - Etanol)","Thomas Jensen","Originally counts by Anders G. Finstad. Taxa identification based on parts of the material by TJ. "
"57","3273b0a8-e259-4a4e-80ee-982677a37163",0,0,"biomassDryMicroG","absent","meanLength_mm: NA","Animalia","Arthropoda ","Branchiopoda ","Diplostraca ","Daphnidae ","Daphnia","Daphnia pulex","","http://data.artsdatabanken.no/ScientificName/123938",NA,"MaterialSample","NTNU-VM","whole animal (EtOH - Etanol)","Thomas Jensen","Originally counts by Anders G. Finstad. Taxa identification based on parts of the material by TJ. "
"58","60c95da7-37e2-437b-9c4d-5cf7e57bbe26",55,15.55482886,"biomassDryMicroG","present","meanLength_mm: NA","Animalia","Arthropoda ","Branchiopoda ","Diplostraca ","Daphnidae ","Daphnia","Daphnia pulex","","http://data.artsdatabanken.no/ScientificName/123938",NA,"MaterialSample","NTNU-VM","whole animal (EtOH - Etanol)","Thomas Jensen","Originally counts by Anders G. Finstad. Taxa identification based on parts of the material by TJ. "
"59","9414ec9b-05d9-44f5-8636-d872d10df378",50,14.14075351,"biomassDryMicroG","present","meanLength_mm: NA","Animalia","Arthropoda ","Branchiopoda ","Diplostraca ","Daphnidae ","Daphnia","Daphnia pulex","","http://data.artsdatabanken.no/ScientificName/123938",NA,"MaterialSample","NTNU-VM","whole animal (EtOH - Etanol)","Thomas Jensen","Originally counts by Anders G. Finstad. Taxa identification based on parts of the material by TJ. "
"60","fb9f62c1-f72a-4eda-9061-748c91ba47ee",11,3.110965772,"biomassDryMicroG","present","meanLength_mm: NA","Animalia","Arthropoda ","Branchiopoda ","Diplostraca ","Daphnidae ","Daphnia","Daphnia pulex","","http://data.artsdatabanken.no/ScientificName/123938",NA,"MaterialSample","NTNU-VM","whole animal (EtOH - Etanol)","Thomas Jensen","Originally counts by Anders G. Finstad. Taxa identification based on parts of the material by TJ. "
"61","f1970454-2c73-4e52-ac5d-f12674c6f32f",20,10.66481448,"biomassDryMicroG","present","meanLength_mm: NA","Animalia","Arthropoda ","Branchiopoda ","Diplostraca ","Daphnidae ","Daphnia","Daphnia pulex","","http://data.artsdatabanken.no/ScientificName/123938",NA,"MaterialSample","NTNU-VM","whole animal (EtOH - Etanol)","Thomas Jensen","Originally counts by Anders G. Finstad. Taxa identification based on parts of the material by TJ. "
"62","a8265075-b1ec-4fc5-9f1f-6cad23f8f33c",321,171.1702724,"biomassDryMicroG","present","meanLength_mm: NA","Animalia","Arthropoda ","Branchiopoda ","Diplostraca ","Daphnidae ","Daphnia","Daphnia pulex","","http://data.artsdatabanken.no/ScientificName/123938",NA,"MaterialSample","NTNU-VM","whole animal (EtOH - Etanol)","Thomas Jensen","Originally counts by Anders G. Finstad. Taxa identification based on parts of the material by TJ. "
"63","64152b94-22c3-4fca-acec-43ce2f2f6130",206,109.8475891,"biomassDryMicroG","present","meanLength_mm: NA","Animalia","Arthropoda ","Branchiopoda ","Diplostraca ","Daphnidae ","Daphnia","Daphnia pulex","","http://data.artsdatabanken.no/ScientificName/123938",NA,"MaterialSample","NTNU-VM","whole animal (EtOH - Etanol)","Thomas Jensen","Originally counts by Anders G. Finstad. Taxa identification based on parts of the material by TJ. "
